Die Schriften des Alten Testaments;EinlAT;0;1;1;Die Bibel [griechisch bíblos = Buch] oder die Heilige Schrift ist eine Sammlung von Büchern, die das Alte und Neue Testament umfasst. Das Alte Testament wird von Juden und Christen als Offenbarungsurkunde betrachtet. Die Bücher des Alten Testaments stammen von Verfassern, durch die Gott zu den Menschen spricht und durch die das Volk Israel seinen Glauben an die Heilstaten und Verheißungen Gottes bekennt. Juden und Christen glauben an die Inspiration (Eingebung) dieser Bücher durch den Geist Gottes. Das Verzeichnis der Bücher, die zur Heiligen Schrift gehören, nennt man Kanon [griechisch kanón = Maßstab], weil sie den Maßstab für den Glauben darstellen. Jesus und seine Jünger übernahmen die Bücher der Heiligen Schrift, wie sie ihr Volk kannte, und beriefen sich in ihrer Botschaft auf sie als auf das Wort Gottes.;
Lukas;Lk;49;1;49;*;"℘ Dtn 10,21; Ps 111,9"
Lukas;Lk;49;1;50;[Er erbarmt sich] von Geschlecht zu Geschlecht /[über alle, die ihn fürchten.]*;
Lukas;Lk;49;1;50;*;℘ Ps 103,13.17
Lukas;Lk;49;1;51;"Er vollbringt [mit seinem Arm] machtvolle Taten: /[Er zerstreut, die] im Herzen [voll Hochmut sind;]*";
Lukas;Lk;49;1;51;*;℘ Ps 89,11
Lukas;Lk;49;1;52;[er stürzt die Mächtigen] vom Thron /und [erhöht die Niedrigen.]**;
Lukas;Lk;49;1;52;*;Der «hochverehrte Theophilus», ein vornehmer Heidenchrist, wird nur hier und Apg 1,1 erwähnt.
Lukas;Lk;49;1;52;*;"℘ Ez 21,31; Ps 147,6; Ijob 5,11; 12,19"
Lukas;Lk;49;1;53;[Die Hungernden beschenkt er mit seinen Gaben] /und lässt die Reichen leer ausgehen.*;
Lukas;Lk;49;1;53;*;"℘ Ps 107,9; 34,11"
Lukas;Lk;49;1;54;[Er nimmt sich seines Knechtes Israel an] /[und denkt an sein Erbarmen,]*;
Lukas;Lk;49;1;54;*;"℘ Jes 41,8f; Ps 98,3"
Lukas;Lk;49;1;55;[das er unsern Vätern] verheißen hat, /[Abraham und seinen Nachkommen] auf ewig.*;
Lukas;Lk;49;1;55;*;"℘ Mi 7,20; 2 Sam 22,51; Gen 17,7"
Lukas;Lk;49;1;56;"Und Maria blieb etwa drei Monate bei ihr; dann kehrte sie nach Hause zurück.";
Lukas;Lk;49;1;57;Für Elisabet kam die Zeit der Niederkunft und sie brachte einen Sohn zur Welt.*;
Lukas;Lk;49;1;57;*;℘ ⇨Esyn: Synopse Nr. 5
Lukas;Lk;49;1;58;Ihre Nachbarn und Verwandten hörten, welch großes Erbarmen der Herr ihr erwiesen hatte, und freuten sich mit ihr.;
Lukas;Lk;49;1;59;Am achten Tag kamen sie zur Beschneidung des Kindes und wollten ihm den Namen seines Vaters Zacharias geben.*;
Lukas;Lk;49;1;59;*;℘ Gen 17,12
Lukas;Lk;49;1;60;Seine Mutter aber widersprach ihnen und sagte: Nein, er soll Johannes heißen.*;
Lukas;Lk;49;1;60;*;℘ 1,13
Lukas;Lk;49;1;61;Sie antworteten ihr: Es gibt doch niemand in deiner Verwandtschaft, der so heißt.;
Lukas;Lk;49;1;62;Da fragten sie seinen Vater durch Zeichen, welchen Namen das Kind haben solle.;
Lukas;Lk;49;1;63;Er verlangte ein Schreibtäfelchen und schrieb zum Erstaunen aller darauf: Sein Name ist Johannes.;
Lukas;Lk;49;1;64;Im gleichen Augenblick konnte er Mund und Zunge wieder gebrauchen, und er redete und pries Gott.;
Lukas;Lk;49;1;65;Und alle, die in jener Gegend wohnten, erschraken und man sprach von all diesen Dingen im ganzen Bergland von Judäa.;
Lukas;Lk;49;1;66;Alle, die davon hörten, machten sich Gedanken darüber und sagten: Was wird wohl aus diesem Kind werden? Denn es war deutlich, dass die Hand des Herrn mit ihm war.;
Lukas;Lk;49;1;67;Sein Vater Zacharias wurde vom Heiligen Geist erfüllt und begann prophetisch zu reden:;
Lukas;Lk;49;1;68;"[Gepriesen sei der Herr, der Gott Israels!] /Denn er hat [sein Volk] besucht und [ihm Erlösung geschaffen;]**";
Lukas;Lk;49;1;68;*;"℘ Ps 41,14; 72,18; 106,48; Lk 7,16; 24,21; Ps 111,9"
Lukas;Lk;49;1;68;*;"68-79: Die obige Fassung ist für die Liturgie vorgesehen. Daneben hat die ökumenische Kommission auch den folgenden Text erarbeitet: 68: Gepriesen sei der Herr, der Gott Israels! / Denn in seiner Gnade ist er gekommen, um sein Volk zu erlösen. 69: Er hat uns einen mächtigen Retter gesandt / aus dem Haus seines Knechtes David. 70: So hat er durch seine heiligen Propheten verheißen / schon seit uralten Zeiten: 71: Er werde uns vor unseren Feinden retten / und vor allen, die uns mit ihrem Hass verfolgen; 72: er werde sich unserer Väter erbarmen / und sich an seinen heiligen Bund erinnern, 73: an den Eid, den er unserem Vater Abraham geschworen hat: 74: er werde uns aus der Gewalt unserer Feinde befreien, / damit wir ihm furchtlos dienen 75: und heilig und gerecht vor ihm leben all unsre Tage. 76: Du aber, Kind, wirst ein Prophet des Höchsten sein, / denn du wirst dem Herrn vorangehen und ihm den Weg bereiten. 77: Du wirst seinem Volk die Einsicht schenken, / dass es gerettet wird durch die Vergebung der Sünden; 78: denn unser Gott ist reich an Erbarmen, / darum kommt zu uns das strahlende Licht aus der Höhe. 79: Es wird allen leuchten, die in Finsternis sitzen und im Dunkel des Todes; / es wird unsere Schritte auf den Weg des Friedens lenken."
Lukas;Lk;49;1;69;er hat uns [einen starken Retter] erweckt /im Hause seines Knechtes [David.]*;
Lukas;Lk;49;1;69;*;"℘ 1 Sam 2,10; Ps 18,3; 132,17"
Lukas;Lk;49;1;70;So hat er verheißen von alters her /durch den Mund seiner heiligen Propheten.**;
Lukas;Lk;49;1;70;*;℘ 1 Chr 24,10
Lukas;Lk;49;1;70;*;"℘ Röm 1,2; Offb 10,7"
Lukas;Lk;49;1;71;"Er hat uns [errettet vor unseren Feinden] /[und aus der Hand] aller, [die uns hassen;]*";
Lukas;Lk;49;1;71;*;℘ Ps 106,10
Lukas;Lk;49;1;72;er hat [das Erbarmen mit den Vätern] an uns vollendet /und [an seinen] heiligen Bund [gedacht,]*;
Lukas;Lk;49;1;72;*;"℘ Ps 106,45; Ps 105,8; Ex 2,24; Lev 26,42"
Lukas;Lk;49;1;73;"[an den Eid, den er] unserm Vater [Abraham geschworen hat;] /*";
Lukas;Lk;49;1;73;*;"℘ Gen 22,16f; Jer 11,5; Mi 7,20"
Lukas;Lk;49;1;74;er hat uns geschenkt, dass wir, aus Feindeshand befreit, /ihm furchtlos dienen;
Lukas;Lk;49;1;75;in Heiligkeit und Gerechtigkeit /vor seinem Angesicht all unsre Tage.;
Lukas;Lk;49;1;76;"Und du, Kind, wirst Prophet des Höchsten heißen; /denn du wirst [dem Herrn] vorangehen und ihm [den Weg bereiten.]*";
Lukas;Lk;49;1;76;*;"℘ 7,27; Mt 11,10; Mk 1,2; Mal 3,1; Ex 23,20"
Lukas;Lk;49;1;77;Du wirst sein Volk mit der Erfahrung des Heils beschenken /in der Vergebung der Sünden.;
Lukas;Lk;49;1;78;Durch die barmherzige Liebe unseres Gottes /wird uns besuchen das aufstrahlende Licht aus der Höhe,**;
Lukas;Lk;49;1;78;*;"℘ Jes 60,1f; Sach 6,12 G; Mal 3,20"
Lukas;Lk;49;1;78;*;Statt «wird uns besuchen» haben einige Textzeugen: hat uns besucht. - Das aufstrahlende Licht, wörtlich: der Aufgang.
Lukas;Lk;49;1;79;um [allen] zu leuchten, [die in Finsternis sitzen und im Schatten des Todes,] /und unsre Schritte zu lenken [auf den Weg des Friedens.]**;
Lukas;Lk;49;1;79;*;"1,5 - 2,52: In den beiden ersten Kapiteln hat Lukas neben alten christlichen Überlieferungen auch Traditionen der Johannesjünger übernommen. Johannes dem Täufer stellt er Jesus als den Größeren, den Messias, den Sohn des Allerhöchsten gegenüber. - Die Hymnen enthalten altes liturgisches Überlieferungsgut (1,46-55; 1,68-79; 2,29-32). 5 Herodes der Große herrschte als Vasallenkönig der Römer von 40 bis 4 v. Chr. über Palästina. Die Gruppe Abija war die achte Dienstklasse oder Wochenabteilung der 24 priesterlichen Dienstordnungen (vgl. 1 Chr 24,10), die zwei- bis dreimal jährlich je eine Woche im Tempel Dienst taten. Die einzelnen Dienste bestimmte das Los."
Lukas;Lk;49;1;79;*;"℘ Jes 9,1; 42,7; Ps 107,10; Mt 4,16; Jes 59,8; Röm 3,17"
Lukas;Lk;49;1;80;Das Kind wuchs heran und sein Geist wurde stark. Und Johannes lebte in der Wüste bis zu dem Tag, an dem er den Auftrag erhielt, in Israel aufzutreten.;
Lukas;Lk;49;2;1;In jenen Tagen erließ Kaiser Augustus den Befehl, alle Bewohner des Reiches in Steuerlisten einzutragen.;
Lukas;Lk;49;2;2;"Dies geschah zum ersten Mal; damals war Quirinius Statthalter von Syrien.";
Lukas;Lk;49;2;3;Da ging jeder in seine Stadt, um sich eintragen zu lassen.;
Lukas;Lk;49;2;4;"So zog auch Josef von der Stadt Nazaret in Galiläa hinauf nach Judäa in die Stadt Davids, die Betlehem heißt; denn er war aus dem Haus und Geschlecht Davids.*";
Lukas;Lk;49;2;4;*;℘ Joh 7,42
Lukas;Lk;49;2;5;Er wollte sich eintragen lassen mit Maria, seiner Verlobten, die ein Kind erwartete.*;
Lukas;Lk;49;2;5;*;Nach jüdischem Recht gilt die Verlobte bereits als Ehefrau (vgl. die Anmerkung zu Mt 1,18).
Lukas;Lk;49;2;6;Als sie dort waren, kam für Maria die Zeit ihrer Niederkunft,;
Lukas;Lk;49;2;7;und sie gebar ihren Sohn, den Erstgeborenen. Sie wickelte ihn in Windeln und legte ihn in eine Krippe, weil in der Herberge kein Platz für sie war.;
Lukas;Lk;49;2;8;In jener Gegend lagerten Hirten auf freiem Feld und hielten Nachtwache bei ihrer Herde.*;
Lukas;Lk;49;2;8;*;℘ ⇨Esyn: Synopse Nr. 8
Lukas;Lk;49;2;9;Da trat der Engel des Herrn zu ihnen und der Glanz des Herrn umstrahlte sie. Sie fürchteten sich sehr,;
Lukas;Lk;49;2;10;der Engel aber sagte zu ihnen: Fürchtet euch nicht, denn ich verkünde euch eine große Freude, die dem ganzen Volk zuteil werden soll:;
Lukas;Lk;49;2;11;"Heute ist euch in der Stadt Davids der Retter geboren; er ist der Messias, der Herr.*";
Lukas;Lk;49;2;11;*;Die drei Titel «Retter», «Messias» (Christus), «Herr» weisen auf die Heilsbedeutung Christi hin. «Retter» und «Herr» waren auch Hoheitstitel der römischen Kaiser.
Lukas;Lk;49;2;12;Und das soll euch als Zeichen dienen: Ihr werdet ein Kind finden, das, in Windeln gewickelt, in einer Krippe liegt.;
Lukas;Lk;49;2;13;Und plötzlich war bei dem Engel ein großes himmlisches Heer, das Gott lobte und sprach:*;
Lukas;Lk;49;2;13;*;℘ Mt 26,53
Lukas;Lk;49;2;14;Verherrlicht ist Gott in der Höhe /und auf Erden ist Friede /bei den Menschen seiner Gnade.**;
Lukas;Lk;49;2;14;*;"℘ 19,38; Jes 57,19; Eph 2,17"
Lukas;Lk;49;2;14;*;Wörtlich: Herrlichkeit Gott in der Höhe und auf Erden Friede bei den Menschen des Wohlgefallens. - Die ökumenische liturgische Fassung lautet: Ehre sei Gott in der Höhe und Friede auf Erden den Menschen seiner Gnade.
Lukas;Lk;49;2;15;Als die Engel sie verlassen hatten und in den Himmel zurückgekehrt waren, sagten die Hirten zueinander: Kommt, wir gehen nach Betlehem, um das Ereignis zu sehen, das uns der Herr verkünden ließ.;
Lukas;Lk;49;2;16;So eilten sie hin und fanden Maria und Josef und das Kind, das in der Krippe lag.;
Lukas;Lk;49;2;17;Als sie es sahen, erzählten sie, was ihnen über dieses Kind gesagt worden war.;
Lukas;Lk;49;2;18;Und alle, die es hörten, staunten über die Worte der Hirten.;
Lukas;Lk;49;2;19;Maria aber bewahrte alles, was geschehen war, in ihrem Herzen und dachte darüber nach.*;
Lukas;Lk;49;2;19;*;℘ 2,51
Lukas;Lk;49;2;20;"Die Hirten kehrten zurück, rühmten Gott und priesen ihn für das, was sie gehört und gesehen hatten; denn alles war so gewesen, wie es ihnen gesagt worden war.";
Lukas;Lk;49;2;21;Als acht Tage vorüber waren und das Kind beschnitten werden sollte, gab man ihm den Namen Jesus, den der Engel genannt hatte, noch ehe das Kind im Schoß seiner Mutter empfangen wurde.*;
Lukas;Lk;49;2;21;*;℘ 1,31 ⇨Esyn: Synopse Nr. 9
Lukas;Lk;49;2;22;Dann kam für sie der Tag der vom Gesetz des Mose vorgeschriebenen Reinigung. Sie brachten das Kind nach Jerusalem hinauf, um es dem Herrn zu weihen,*;
Lukas;Lk;49;2;22;*;"℘ Lev 12; Num 18,15f"
Lukas;Lk;49;2;23;gemäß dem Gesetz des Herrn, in dem es heißt: [Jede männliche Erstgeburt soll dem Herrn geweiht sein.]*;
Lukas;Lk;49;2;23;*;℘ Ex 13,2.12
Lukas;Lk;49;2;24;Auch wollten sie ihr Opfer darbringen, wie es das Gesetz des Herrn vorschreibt: [ein Paar Turteltauben oder zwei junge Tauben.]*;
Lukas;Lk;49;2;24;*;℘ Lev 12,8
Lukas;Lk;49;2;25;In Jerusalem lebte damals ein Mann namens Simeon. Er war gerecht und fromm und wartete auf die Rettung Israels und der Heilige Geist ruhte auf ihm.*;
Lukas;Lk;49;2;25;*;die Rettung, wörtlich: den Trost.
Lukas;Lk;49;2;26;Vom Heiligen Geist war ihm offenbart worden, er werde den Tod nicht schauen, ehe er den Messias des Herrn gesehen habe.;
Lukas;Lk;49;2;27;"Jetzt wurde er vom Geist in den Tempel geführt; und als die Eltern Jesus hereinbrachten, um zu erfüllen, was nach dem Gesetz üblich war,";
Lukas;Lk;49;2;28;nahm Simeon das Kind in seine Arme und pries Gott mit den Worten:;
Lukas;Lk;49;2;29;Nun lässt du, Herr, deinen Knecht, /wie du gesagt hast, in Frieden scheiden.*;
Lukas;Lk;49;2;29;*;29-32: Die obige Fassung ist für die Liturgie vorgesehen. Daneben hat die ökumenische Kommission auch den folgenden Text erarbeitet: 29: Nun lässt du, Herr, deinen Knecht in Frieden scheiden, /
Lukas;Lk;49;2;30;Denn meine Augen haben [das Heil gesehen,] /*;
Lukas;Lk;49;2;30;*;℘ Jes 40,5 G
Lukas;Lk;49;2;31;das du [vor allen Völkern] bereitet hast,*;
Lukas;Lk;49;2;31;*;℘ Jes 52,10
Lukas;Lk;49;2;32;[ein Licht,] das [die Heiden] erleuchtet, /und [Herrlichkeit] für dein Volk [Israel.]**;
Lukas;Lk;49;2;32;*;"1-3: Quirinius hat als Statthalter von Syrien 6/7 n. Chr. eine Steuerfeststellung, einen sog. Zensus, durchführen lassen. Dies kann jedoch nicht der Zensus gewesen sein, zu dem Josef nach Betlehem zog; denn die Geburt Jesu fällt nach Mt 2 in die Zeit vor dem Tod des Herodes (4 v. Chr.). Der Mönch Dionysius Exiguus (ca. 497-540), auf den die christliche Zeitrechnung zurückgeht, hat sich demnach um etwa 4 bis 5 Jahre verrechnet. Kaiser Augustus herrschte von 31 v. Chr. bis 14 n. Chr."
Lukas;Lk;49;2;32;*;"℘ Jes 49,6; 42,6; 46,13"
Lukas;Lk;49;2;33;Sein Vater und seine Mutter staunten über die Worte, die über Jesus gesagt wurden.;
Lukas;Lk;49;2;34;Und Simeon segnete sie und sagte zu Maria, der Mutter Jesu: Dieser ist dazu bestimmt, dass in Israel viele durch ihn zu Fall kommen und viele aufgerichtet werden, und er wird ein Zeichen sein, dem widersprochen wird.*;
Lukas;Lk;49;2;34;*;℘ Jes 8,14
Lukas;Lk;49;2;35;Dadurch sollen die Gedanken vieler Menschen offenbar werden. Dir selbst aber wird ein Schwert durch die Seele dringen.;
Lukas;Lk;49;2;36;"Damals lebte auch eine Prophetin namens Hanna, eine Tochter Penuëls, aus dem Stamm Ascher. Sie war schon hochbetagt. Als junges Mädchen hatte sie geheiratet und sieben Jahre mit ihrem Mann gelebt;";
Lukas;Lk;49;2;37;nun war sie eine Witwe von vierundachtzig Jahren. Sie hielt sich ständig im Tempel auf und diente Gott Tag und Nacht mit Fasten und Beten.*;
Lukas;Lk;49;2;37;*;Andere Übersetzungsmöglichkeit: seit vierundachtzig Jahren aber war sie Witwe.
Lukas;Lk;49;2;38;In diesem Augenblick nun trat sie hinzu, pries Gott und sprach über das Kind zu allen, die auf die Erlösung Jerusalems warteten.;
Lukas;Lk;49;2;39;Als seine Eltern alles getan hatten, was das Gesetz des Herrn vorschreibt, kehrten sie nach Galiläa in ihre Stadt Nazaret zurück.*;
Lukas;Lk;49;2;39;*;℘ ⇨Esyn: Synopse Nr. 11
Lukas;Lk;49;2;40;"Das Kind wuchs heran und wurde kräftig; Gott erfüllte es mit Weisheit und seine Gnade ruhte auf ihm.";
Lukas;Lk;49;2;41;Die Eltern Jesu gingen jedes Jahr zum Paschafest nach Jerusalem.***;
Lukas;Lk;49;2;41;*;℘ Ex 23,14-17
Lukas;Lk;49;2;41;*;"41-51: Vom 13. Lebensjahr an ist ein jüdischer Junge verpflichtet, die Gebote und Vorschriften des jüdischen Gesetzes zu beachten. Nach Ex 23,14-17; 24,23f; Dtn 16,16f hatten alle jüdischen Männer, ausgenommen Greise und Kranke, zu den drei Hauptfesten des jüdischen Jahres, Pascha, Pfingsten und Laubhüttenfest, im Tempel zu erscheinen. Dies war aber nur für jene streng verpflichtend, die nicht mehr als eine Tagesreise weit vom Tempel entfernt wohnten. Zu Fuß brauchte man von Galiläa mindestens drei Tage nach Jerusalem."
Lukas;Lk;49;2;41;*;℘ ⇨Esyn: Synopse Nr. 12
Lukas;Lk;49;2;42;Als er zwölf Jahre alt geworden war, zogen sie wieder hinauf, wie es dem Festbrauch entsprach.*;
Lukas;Lk;49;2;42;*;℘ Ex 12,15.18
Lukas;Lk;49;2;43;Nachdem die Festtage zu Ende waren, machten sie sich auf den Heimweg. Der junge Jesus aber blieb in Jerusalem, ohne dass seine Eltern es merkten.;
Lukas;Lk;49;2;44;"Sie meinten, er sei irgendwo in der Pilgergruppe, und reisten eine Tagesstrecke weit; dann suchten sie ihn bei den Verwandten und Bekannten.";
Lukas;Lk;49;2;45;Als sie ihn nicht fanden, kehrten sie nach Jerusalem zurück und suchten ihn dort.;
Lukas;Lk;49;2;46;"Nach drei Tagen fanden sie ihn im Tempel; er saß mitten unter den Lehrern, hörte ihnen zu und stellte Fragen.";
Lukas;Lk;49;2;47;Alle, die ihn hörten, waren erstaunt über sein Verständnis und über seine Antworten.;
Lukas;Lk;49;2;48;Als seine Eltern ihn sahen, waren sie sehr betroffen und seine Mutter sagte zu ihm: Kind, wie konntest du uns das antun? Dein Vater und ich haben dich voll Angst gesucht.;
Lukas;Lk;49;2;49;Da sagte er zu ihnen: Warum habt ihr mich gesucht? Wusstet ihr nicht, dass ich in dem sein muss, was meinem Vater gehört?;
Lukas;Lk;49;2;50;Doch sie verstanden nicht, was er damit sagen wollte.;
Lukas;Lk;49;2;51;Dann kehrte er mit ihnen nach Nazaret zurück und war ihnen gehorsam. Seine Mutter bewahrte alles, was geschehen war, in ihrem Herzen.*;
Lukas;Lk;49;2;51;*;℘ 2,19
Lukas;Lk;49;2;52;Jesus aber wuchs heran und seine Weisheit nahm zu und [er fand Gefallen bei Gott und den Menschen.]**;
Lukas;Lk;49;2;52;*;℘ ⇨Esyn: Synopse Nr. 7
Lukas;Lk;49;2;52;*;℘ 1 Sam 2,26
Lukas;Lk;49;3;1;"Es war im fünfzehnten Jahr der Regierung des Kaisers Tiberius; Pontius Pilatus war Statthalter von Judäa, Herodes Tetrarch von Galiläa, sein Bruder Philippus Tetrarch von Ituräa und Trachonitis, Lysanias Tetrarch von Abilene;";
Lukas;Lk;49;3;2;Hohepriester waren Hannas und Kajaphas. Da erging in der Wüste das Wort Gottes an Johannes, den Sohn des Zacharias.*;
Lukas;Lk;49;3;2;*;℘ ⇨Esyn: Synopse Nr. 32
Lukas;Lk;49;3;3;Und er zog in die Gegend am Jordan und verkündigte dort überall Umkehr und Taufe zur Vergebung der Sünden.**;
Lukas;Lk;49;3;3;*;"℘ Joh 1,19-23; Apg 13,24; 19,4; (3-6) Mt 3,1-6; Mk 1,2-6"
Lukas;Lk;49;3;3;*;Umkehr und Taufe, wörtlich: die Taufe der Umkehr.
Lukas;Lk;49;3;4;(So erfüllte sich,) was im Buch der Reden des Propheten Jesaja steht: [Eine Stimme ruft in der Wüste:] /[Bereitet dem Herrn den Weg!] /[Ebnet] ihm [die Straßen!]*;
Lukas;Lk;49;3;4;*;℘ (4f) Jes 40,3-5 G
Lukas;Lk;49;3;5;[Jede Schlucht soll aufgefüllt werden,] /[jeder Berg und Hügel sich senken. Was krumm ist, soll gerade werden,] /[was uneben ist, soll zum ebenen Weg werden.];
Lukas;Lk;49;3;6;[Und alle Menschen werden das Heil sehen, das von Gott kommt.];
Lukas;Lk;49;3;7;Das Volk zog in Scharen zu ihm hinaus, um sich von ihm taufen zu lassen. Er sagte zu ihnen: Ihr Schlangenbrut, wer hat euch denn gelehrt, dass ihr dem kommenden Gericht entrinnen könnt?***;
Lukas;Lk;49;3;7;*;℘ (7-9) Mt 3,7-10
Lukas;Lk;49;3;7;*;Gericht, wörtlich: Zorn.
Lukas;Lk;49;3;7;*;℘ ⇨Esyn: Synopse Nr. 14
Lukas;Lk;49;3;8;Bringt Früchte hervor, die eure Umkehr zeigen, und fangt nicht an zu sagen: Wir haben ja Abraham zum Vater. Denn ich sage euch: Gott kann aus diesen Steinen Kinder Abrahams machen.;
Lukas;Lk;49;3;9;"Schon ist die Axt an die Wurzel der Bäume gelegt; jeder Baum, der keine gute Frucht hervorbringt, wird umgehauen und ins Feuer geworfen.*";
Lukas;Lk;49;3;9;*;℘ Mt 7,19
Lukas;Lk;49;3;10;Da fragten ihn die Leute: Was sollen wir also tun?*;
Lukas;Lk;49;3;10;*;℘ ⇨Esyn: Synopse Nr. 15
Lukas;Lk;49;3;11;Er antwortete ihnen: Wer zwei Gewänder hat, der gebe eines davon dem, der keines hat, und wer zu essen hat, der handle ebenso.;
Lukas;Lk;49;3;12;Es kamen auch Zöllner zu ihm, um sich taufen zu lassen, und fragten: Meister, was sollen wir tun?;
Lukas;Lk;49;3;13;Er sagte zu ihnen: Verlangt nicht mehr, als festgesetzt ist.;
Lukas;Lk;49;3;14;Auch Soldaten fragten ihn: Was sollen denn wir tun? Und er sagte zu ihnen: Misshandelt niemand, erpresst niemand, begnügt euch mit eurem Sold!;
Lukas;Lk;49;3;15;Das Volk war voll Erwartung und alle überlegten im Stillen, ob Johannes nicht vielleicht selbst der Messias sei.*;
Lukas;Lk;49;3;15;*;"℘ Joh 1,24-28; (15-17) Mt 3,11f; Mk 1,7f ⇨Esyn: Synopse Nr. 16"
Lukas;Lk;49;3;16;Doch Johannes gab ihnen allen zur Antwort: Ich taufe euch nur mit Wasser. Es kommt aber einer, der stärker ist als ich, und ich bin es nicht wert, ihm die Schuhe aufzuschnüren. Er wird euch mit dem Heiligen Geist und mit Feuer taufen.*;
Lukas;Lk;49;3;16;*;℘ Apg 13,25
Lukas;Lk;49;3;17;"Schon hält er die Schaufel in der Hand, um die Spreu vom Weizen zu trennen und den Weizen in seine Scheune zu bringen; die Spreu aber wird er in nie erlöschendem Feuer verbrennen.";
Lukas;Lk;49;3;18;Mit diesen und vielen anderen Worten ermahnte er das Volk in seiner Predigt.;
